tourney_name,winner_name,loser_name,minutes
Us Open,Karen Khachanov,Nick Kyrgios,219.0
Us Open,Carlos Alcaraz,Jannik Sinner,315.0
Us Open,Carlos Alcaraz,Frances Tiafoe,259.0
Us Open,Carlos Alcaraz,Casper Ruud,200.0
Sofia,Ilya Ivashka,Mikael Ymer,202.0
Florence,Roberto Carballes Baena,Matteo Berrettini,199.0
Gijon,Arthur Rinderknech,Pablo Carreno Busta,184.0
Naples,Corentin Moutet,Luca Nardi,211.0
Stockholm,Cameron Norrie,Aslan Karatsev,184.0
Antwerp,David Goffin,Gilles Arnaud Bailly,192.0
Paris Masters,Gilles Simon,Taylor Fritz,186.0
Paris Masters,Felix Auger Aliassime,Mikael Ymer,210.0
Tour Finals,Novak Djokovic,Daniil Medvedev,191.0
Davis Cup WG2 PO: HKG vs BEN,Hong Kit Jack Wong,Alexis Klegou,250.0
Tampere CH,Alexander Vasilenko,Evgeny Karlovskiy,190.0
Samarkand CH,Dmitry Popko,Aleksandre Metreveli,1237.0
Braunschweig CH,Gianluca Mager,Norbert Gombos,188.0
Sao Paulo,Gastao Elias,Hans Podlipnik Castillo,190.0
Prostejov CH,Jiri Vesely,Miki Jankovic,186.0
Binghamton CH,Jose Rubin Statham,Finn Tearney,183.0
Binghamton CH,Erik Crepaldi,Sam Barry,184.0
Tallahassee CH,Stefan Kozlov,Jose Hernandez,192.0
Banja Luka CH,Miljan Zekic,Horacio Zeballos,182.0
Genova CH,Michael Linzer,Antonio Sancic,205.0
Ostrava CH,Laslo Djere,Pedja Krstin,188.0
Stockton CH,Marco Trungelliti,Lorenzo Sonego,189.0
Milan CH,Nicolas Jarry,Viktor Galovic,184.0
Trnava CH,Geoffrey Blancaneaux,Carlos Taberner,226.0
Bordeaux CH,Alexis Musialek,Guido Andreozzi,193.0
San Benedetto del Tronto CH,Walter Trusendi,Gerard Granollers,201.0
Karshi CH,Sam Barry,Nigmat Shofayziev,188.0
Toyota CH,Hiroki Kondo,Yuichi Ito,306.0
Santos CH,Agustin Velotti,Joao Souza,192.0
Shanghai CH,Jordan Thompson,Ti Chen,186.0
Anning CH,Bastian Trinker,Greg Jones,184.0
Lima CH,Fabiano De Paula,Mauricio Echazu,187.0
Lima CH,Carlos Berlocq,Hans Podlipnik Castillo,222.0
Lima CH,Rogerio Dutra Silva,Maximo Gonzalez,200.0
Portoroz CH,Renzo Olivo,Blaz Rola,188.0
Mouilleron-Le-Captif CH,Peter Gojowczyk,Konstantin Kravchuk,244.0
Morelos CH,Alessandro Giannessi,Giovanni Lapentti,188.0
Biella CH,Joao Souza,Gianluca Mager,181.0
Pune CH,Adrian Menendez Maceiras,Sumit Nagal,195.0
Istanbul,Carlos Berlocq,Dimitar Kuzmanov,186.0
Moscow CH,Aleksandr Nedovyesov,Pere Riba,301.0
Santiago CH,Juan Pablo Paz,Cristopher Kohl,1392.0
Buenos Aires CH,Thiago Monteiro,Axel Michon,202.0
Kobe CH,Sergey Betov,Yuichi Ito,187.0
Barletta CH,Lorenzo Sonego,Joris De Loore,199.0
Chengdu CH,Blaz Kavcic,Konstantin Kravchuk,197.0
Fano CH,Joao Souza,Nicolas Kicker,192.0
Budapest CH,Tommy Robredo,Steven Diez,182.0
Astana CH,Nikola Milojevic,Yunseong Chung,187.0
Perugia CH,Orlando Luz,Andrea Basso,189.0
Perugia CH,Ricardo Rodriguez,Goncalo Oliveira,215.0
Lahaina CH,Nicolas Meister,Gianluigi Quinzi,194.0
Tigre CH,Federico Agustin Gomez,Jose Fco Vidal Azorin,192.0
Traralgon CH,Bjorn Fratangelo,Mitchell Krueger,195.0
Traralgon CH,J J Wolf,Go Soeda,188.0
Blumenau CH,Igor Ribeiro Marcondes,Nicolas Moreno De Alboran,199.0
Blumenau CH,Juan Bautista Torres,Orlando Luz,188.0
Blumenau CH,Tomas Lipovsek Puches,Boris Arias,260.0
Forli 2 CH,Evgenii Tiurnev,Antoine Hoang,196.0
Forli 2 CH,Aldin Setkic,Jelle Sels,207.0
Concepcion CH,Nicolas Alvarez,Diego Hidalgo,205.0
Forli 3 CH,Frederico Ferreira Silva,Vasek Pospisil,182.0
Columbus CH,Nicolas Mejia,Alexis Galarneau,185.0
Bengaluru 1 CH,Gabriel Decamps,Gian Marco Moroni,185.0
Forli 4 CH,Mikael Torpegaard,Gian Marco Moroni,192.0
Forli 4 CH,Hiroki Moriya,Adrian Menendez Maceiras,187.0
Roseto Degli Abruzzi 1 CH,Timofey Skatov,Elmar Ejupovic,213.0
Santiago CH,Hugo Dellien,Tomas Martin Etcheverry,197.0
Santiago CH,Tomas Martin Etcheverry,Camilo Ugo Carabelli,195.0
Concepcion CH,Tomas Martin Etcheverry,Camilo Ugo Carabelli,232.0
Roseto Degli Abruzzi 2 CH,Franco Agamenone,Lorenzo Giustino,204.0
Santa Cruz De La Sierra CH,Damien Wenger,Jorge Brian Panta Herreros,189.0
Zadar CH,Lorenzo Giustino,Zsombor Piros,184.0
Oeiras 1 CH,Nuno Borges,Thiago Monteiro,196.0
Oeiras 1 CH,Thiago Monteiro,Timofey Skatov,203.0
Saint-Brieuc CH,Evgeny Karlovskiy,Gilles Simon,184.0
Murcia CH,Miguel Damas,Yshai Oliel,237.0
Salinas CH,Emilio Gomez,Nicolas Moreno De Alboran,196.0
Salinas CH,Nicolas Alvarez,Nick Hardt,188.0
Madrid CH,Pavel Kotov,Gian Marco Moroni,189.0
San Luis Potosi CH,Zhizhen Zhang,Nicolas Mejia,182.0
San Luis Potosi CH,Nicolas Mejia,Viktor Durasovic,195.0
San Luis Potosi CH,Antoine Bellier,Calvin Hemery,202.0
Prague CH,Chun Hsin Tseng,Javier Barranco Cosano,182.0
Prague CH,Lorenzo Giustino,Emilio Nava,199.0
Prague CH,Daniel Altmaier,Martin Krumich,182.0
Tallahassee CH,Gonzalo Lama,Tennys Sandgren,190.0
Ostrava CH,Constant Lestienne,Vitaliy Sachko,189.0
Rome CH,Thomas Fabbiano,Salvatore Caruso,211.0
Aix-En-Provence CH,Benjamin Bonzi,Nicolas Jarry,193.0
Salvador De Bahia CH,Renzo Olivo,Pedro Boscardin Dias,182.0
Salvador De Bahia CH,Alejo Lorenzo Lingua Lavallen,Fernando Yamacita,208.0
Coquimbo CH,Jorge Brian Panta Herreros,Tobias Franco,184.0
Zagreb CH,Federico Gaio,Maximilian Neuchrist,190.0
Tunis CH,Filip Misolic,Jordan Thompson,186.0
Tunis CH,Carlos Sanchez Jover,Elmar Ejupovic,201.0
Vicenza CH,Daniel Dutra Da Silva,Matteo Arnaldi,201.0
Forli 6 CH,Tomas Martin Etcheverry,Stefano Napolitano,203.0
Little Rock CH,Keegan Smith,Wilson Leite,192.0
Poznan CH,Tomas Barrios Vera,Zizou Bergs,184.0
Surbiton CH,Ryan Peniston,Jack Draper,183.0
Bratislava CH,Chun Hsin Tseng,Vit Kopriva,191.0
Bratislava CH,Filip Cristian Jianu,Illya Marchenko,193.0
Nottingham CH,Ryan Peniston,Jiri Vesely,188.0
Orlando CH,J J Wolf,Brandon Holt,201.0
Perugia CH,Jaume Munar,Luciano Darderi,184.0
Perugia CH,Jaume Munar,Thiago Monteiro,222.0
Perugia CH,Tomas Martin Etcheverry,Flavio Cobolli,197.0
Blois CH,Alexandre Muller,Andrea Collarini,198.0
Blois CH,Gabriel Decamps,Calvin Hemery,181.0
Corrientes CH,Carlos Gomez Herrera,Alex Barrena,182.0
Corrientes CH,Alejo Lorenzo Lingua Lavallen,Facundo Juarez,181.0
Corrientes CH,Ignacio Monzon,Wilson Leite,184.0
Ilkley CH,Rinky Hijikata,Illya Marchenko,191.0
Parma CH,Nicholas David Ionel,Roberto Carballes Baena,200.0
Buenos Aires CH,Juan Pablo Ficovich,Murkel Alejandro Dellien Velasco,185.0
Buenos Aires CH,Jorge Brian Panta Herreros,Luciano Tacchi,186.0
Milan CH,Shintaro Mochizuki,Lorenzo Rottoli,185.0
Oeiras CH,Pedro Araujo,Laurent Lokoli,195.0
Oeiras CH,Alex Rybakov,Clement Tabur,194.0
Oeiras CH,Clement Tabur,Fabio Coelho,241.0
Oeiras CH,Alibek Kachmazov,Miguel Gomes,190.0
Cali CH,Nicolas Alvarez,Felipe Meligeni Alves,187.0
Braunschweig CH,Adrian Andreev,Martin Krumich,194.0
Salzburg CH,Thiago Monteiro,Facundo Bagnis,184.0
Salzburg CH,Maximilian Neuchrist,Roberto Carballes Baena,198.0
Todi CH,Francesco Maestrelli,Juan Bautista Torres,188.0
Amersfoort CH,Tristan Lamasine,Nicolas Kicker,182.0
Iasi CH,Luciano Darderi,Dalibor Svrcina,195.0
Iasi CH,Matheus Pucinelli De Almeida,Joris De Loore,192.0
Indianapolis CH,Aidan Mchugh,Shintaro Mochizuki,194.0
Pozoblanco CH,Emilio Nava,Antoine Hoang,188.0
Tampere CH,Laurent Lokoli,Gerald Melzer,233.0
Tampere CH,Frederico Ferreira Silva,Duje Ajdukovic,188.0
Trieste CH,Felipe Meligeni Alves,Geoffrey Blancaneaux,190.0
El Espinar CH,Hugo Grenier,Ugo Humbert,188.0
El Espinar CH,Elmar Ejupovic,Thomaz Bellucci,210.0
San Benedetto Del Tronto CH,Andrea Collarini,Thiago Seyboth Wild,200.0
Winnipeg CH,Alexis Galarneau,Liam Broady,200.0
Cordenons CH,Zhizhen Zhang,Andrea Vavassori,182.0
Chicago CH,Jordan Thompson,Paul Jubb,207.0
Lima CH,Thiago Agustin Tirante,Gonzalo Bueno,194.0
Lima CH,Tomas Martin Etcheverry,Renzo Olivo,257.0
San Marino CH,Lorenzo Giustino,Nino Serdarusic,186.0
Grodzisk Mazowiecki CH,Christian Langmo,Olaf Pieczkowski,181.0
Santo Domingo CH,Pedro Cachin,Tomas Martin Etcheverry,189.0
Santo Domingo CH,Thiago Agustin Tirante,Juan Pablo Varillas,182.0
Granby CH,Colin Markes,Ezekiel Clark,193.0
Granby CH,Dan Martin,Connor Farren,187.0
Prague CH,Nicolas Moreno De Alboran,Alejandro Moro Canas,181.0
Como CH,Matteo Arnaldi,Nerman Fatic,185.0
Como CH,Giovanni Oradini,Juan Bautista Torres,195.0
Como CH,Riccardo Bonadio,Gonzalo Villanueva,184.0
Toulouse CH,Louis Wessels,Marco Trungelliti,189.0
Manacor CH,Luca Nardi,Zizou Bergs,188.0
Manacor CH,Alexandar Lazarov,Mikhail Kukushkin,203.0
Cassis CH,Robin Bertrand,Enzo Wallart,181.0
Seville CH,Daniel Merida Aguilar,Carlos Lopez Montagud,181.0
Seville CH,Viktor Durasovic,Inigo Cervantes Huegun,193.0
Cary CH,Jordan Thompson,Juncheng Shang,212.0
Cary CH,Strong Kirchheimer,Andrew Zhang,207.0
Szczecin CH,Jan Choinski,Chun Hsin Tseng,194.0
Szczecin CH,Elmar Ejupovic,Oscar Jose Gutierrez,202.0
Columbus CH,Gabriel Diallo,Aidan Mchugh,217.0
Genoa CH,Andrea Pellegrino,Albert Ramos,193.0
Villa Maria CH,Nicolas Kicker,Facundo Diaz Acosta,227.0
Villa Maria CH,Renzo Olivo,Lautaro Midon,193.0
Villa Maria CH,Marcelo Zormann Da Silva,Jose Pereira,186.0
Villa Maria CH,Joao Lucas Reis Da Silva,Guido Andreozzi,185.0
Buenos Aires CH,Juan Bautista Otegui,Ignacio Monzon,202.0
Buenos Aires CH,Wilson Leite,Carlos Sanchez Jover,182.0
Buenos Aires CH,Ignacio Monzon,Leonardo Aboian,182.0
Charleston CH,August Holmgren,Naoki Nakagawa,181.0
Lisbon CH,Carlos Taberner,Nikola Milojevic,206.0
Lisbon CH,Daniel Michalski,Inigo Cervantes Huegun,195.0
Campinas CH,Alessandro Giannessi,Yannick Hanfmann,204.0
Campinas CH,Alexandre Muller,Juan Pablo Paz,182.0
Mouilleron Le Captif CH,Timo Legout,Elliot Benchetrit,183.0
Parma CH,Timofey Skatov,Jozef Kovalik,188.0
Parma CH,Timofey Skatov,Carlos Taberner,198.0
Fairfield CH,Alexis Galarneau,Mitchell Krueger,184.0
Rio De Janeiro CH,Juan Manuel Cerundolo,Thiago Agustin Tirante,181.0
Rio De Janeiro CH,Juan Pablo Varillas,Andrea Collarini,187.0
Las Vegas CH,Stefan Kozlov,Alexis Galarneau,197.0
Lima CH,Daniel Altmaier,Tomas Martin Etcheverry,200.0
Lima CH,Roman Andres Burruchaga,Nikola Milojevic,181.0
Lima CH,Daniel Altmaier,Nicolas Kicker,186.0
Lima CH,Roman Andres Burruchaga,Arklon Huertas Del Pino,184.0
Charlottesville CH,Paul Jubb,Aidan Mchugh,183.0
Charlottesville CH,Aidan Mchugh,Cannon Kingsley,203.0
Charlottesville CH,Charles Broom,Eduardo Nava,182.0
Yokohama CH,Hikaru Shiraishi,Makoto Ochi,181.0
Guayaquil CH,Roman Andres Burruchaga,Tomas Martin Etcheverry,216.0
Montevideo CH,Tomas Martin Etcheverry,Daniel Altmaier,205.0
Montevideo CH,Genaro Alberto Olivieri,Tomas Martin Etcheverry,211.0
Roanne CH,Antoine Hoang,Clement Tabur,197.0
Roanne CH,Valentin Royer,Arthur Cazaux,198.0
Champaign CH,Ethan Quinn,Johannes Ingildsen,200.0
Drummondville CH,Antoine Escoffier,Aziz Dougaz,194.0
Sao Leopoldo CH,Juan Pablo Varillas,Facundo Bagnis,192.0
Sao Leopoldo CH,Juan Pablo Varillas,Daniel Dutra Da Silva,214.0
Sao Leopoldo CH,Damien Wenger,Nicolas Zanellato,189.0
Sao Leopoldo CH,Mateus Alves,Grigoriy Lomakin,196.0
Andria CH,Marton Fucsovics,Ryan Peniston,187.0
Temuco CH,Guido Andreozzi,Thiago Agustin Tirante,186.0
Maia CH,Maximilian Neuchrist,Timofey Skatov,212.0
Maia CH,Timofey Skatov,Nicholas David Ionel,199.0
Sydney,Denis Kudla,Stefan Kozlov,188.0
Australian Open,Filip Horansky,Jurij Rodionov,193.0
Australian Open,Norbert Gombos,Matthew Ebden,214.0
Cordoba,Juan Pablo Ficovich,Nikola Milojevic,186.0
Dubai,Ricardas Berankis,Pavel Kotov,189.0
Santiago,Gonzalo Lama,Camilo Ugo Carabelli,194.0
Monte Carlo Masters,Hugo Dellien,Taro Daniel,205.0
Barcelona,Nicolas Alvarez Varona,Philipp Kohlschreiber,181.0
Eastbourne,Mikael Ymer,Alastair Gray,192.0
Wimbledon,Bernabe Zapata Miralles,Salvatore Caruso,204.0
Wimbledon,Dennis Novak,Stefan Kozlov,205.0
Wimbledon,Andrea Vavassori,Zdenek Kolar,212.0
Wimbledon,Marc Andrea Huesler,Jason Jung,195.0
Wimbledon,Lukas Klein,Andreas Seppi,185.0
Wimbledon,Mikhail Kukushkin,Zsombor Piros,220.0
Wimbledon,Nicola Kuhn,Rinky Hijikata,210.0
Wimbledon,Christian Harrison,Daniel Masur,213.0
Gstaad,Elias Ymer,Corentin Moutet,195.0
Cincinnati Masters,Thanasi Kokkinakis,Ilya Ivashka,191.0
Cincinnati Masters,Chun Hsin Tseng,Pedro Martinez,185.0
Gijon,Carlos Taberner,Filip Cristian Jianu,200.0
Antwerp,Luca Van Assche,Geoffrey Blancaneaux,182.0
Matsuyama CH,Shintaro Mochizuki,Nicholas David Ionel,181.0
Australian Open,Michael Tebbutt,Jamie Morgan,213.0
Australian Open,Fabrice Santoro,Ben Ellwood,195.0
Australian Open,Jeremy Bates,Henrik Holm,186.0
Australian Open,Jean Philippe Fleurian,Karol Kucera,197.0
Australian Open,Wayne Black,Grant Doyle,242.0
Australian Open,Kenneth Carlsen,Shuzo Matsuoka,224.0
Australian Open,Patrick Rafter,Jakob Hlasek,187.0
Australian Open,Lars Jonsson,Richard Fromberg,202.0
Australian Open,Martin Damm Sr,Tommy Ho,187.0
Australian Open,Petr Korda,Lars Burgsmuller,205.0
Australian Open,Aaron Krickstein,Wayne Ferreira,181.0
Australian Open,Jacco Eltingh,Sebastien Lareau,201.0
Australian Open,Pete Sampras,Magnus Larsson,187.0
Australian Open,Andrei Medvedev,David Wheaton,207.0
Australian Open,Jacco Eltingh,Patrick McEnroe,217.0
Australian Open,Pete Sampras,Jim Courier,238.0
Stuttgart Indoor,Richard Krajicek,Michael Stich,182.0
Barcelona,Jordi Arrese,Francisco Clavet,188.0
Monte Carlo Masters,Thomas Muster,Boris Becker,197.0
Seoul,Emanuel Couto,Francisco Montana,187.0
Wimbledon,Jeff Tarango,Sandor Noszaly,183.0
Wimbledon,Marc Kevin Goellner,David Prinosil,216.0
Wimbledon,Jim Courier,Ken Flach,197.0
Wimbledon,Brett Steven,Markus Zoecke,204.0
Wimbledon,Alexander Volkov,Malivai Washington,241.0
Wimbledon,Tomas Carbonell,Wally Masur,210.0
Wimbledon,Shuzo Matsuoka,Karel Novacek,188.0
Wimbledon,Alexander Mronz,Kenneth Carlsen,233.0
Wimbledon,Wayne Ferreira,Mark Woodforde,205.0
Wimbledon,Aaron Krickstein,Tomas Carbonell,195.0
Wimbledon,Todd Martin,Derrick Rostagno,186.0
Wimbledon,Shuzo Matsuoka,Javier Frana,225.0
Wimbledon,Boris Becker,Cedric Pioline,254.0
Kitzbuhel,Albert Costa,Thomas Muster,193.0
Cincinnati Masters,Michael Chang,Jim Courier,184.0
Basel,Jim Courier,Jan Siemerink,249.0
Valencia,Gilbert Schaller,Emilio Sanchez,192.0
Australian Open,Petr Korda,Galo Blanco,225.0
Australian Open,Younes El Aynaoui,Felix Mantilla,205.0
Australian Open,Nicolas Kiefer,Carlos Moya,203.0
Australian Open,Jens Knippschild,Wayne Arthurs,188.0
Australian Open,Mariano Zabaleta,Joseph Sirianni,185.0
Australian Open,Magnus Norman,John Van Lottum,207.0
Australian Open,Alex Corretja,Takao Suzuki,221.0
Australian Open,Yevgeny Kafelnikov,Jason Stoltenberg,208.0
Australian Open,Fabrice Santoro,Guillaume Raoux,181.0
Australian Open,Martin Damm Sr,Sargis Sargsian,211.0
Australian Open,Jiri Novak,Arnaud Clement,181.0
Australian Open,Tim Henman,Sandon Stolle,187.0
Australian Open,Bohdan Ulihrach,Andrei Cherkasov,257.0
Australian Open,Mark Philippoussis,Michael Chang,225.0
Australian Open,Jan Kroslak,Mariano Puerta,184.0
Australian Open,Nicolas Lapentti,Magnus Norman,210.0
Australian Open,Andrew Ilie,Jerome Golmard,185.0
Australian Open,Wayne Black,Gianluca Pozzi,185.0
Australian Open,Todd Martin,Petr Korda,206.0
Australian Open,Andrei Pavel,Paul Goldstein,190.0
Australian Open,Wayne Ferreira,Richard Krajicek,202.0
Australian Open,Nicolas Lapentti,Mikael Tillstrom,190.0
Australian Open,Nicolas Lapentti,Karol Kucera,208.0
Dubai,Nicolas Kiefer,Francisco Clavet,186.0
Monte Carlo Masters,Mark Philippoussis,Ramon Delgado,188.0
Hamburg Masters,Mariano Zabaleta,Francisco Clavet,191.0
Hamburg Masters,Marcelo Rios,Mariano Zabaleta,247.0
Roland Garros,Andrew Ilie,Jonas Bjorkman,197.0
Roland Garros,Martin Rodriguez,Lleyton Hewitt,206.0
Roland Garros,Tim Henman,Karim Alami,189.0
Roland Garros,Arnaud Clement,Cedric Pioline,213.0
Roland Garros,Bernd Karbacher,Magnus Norman,211.0
Roland Garros,Sebastien Grosjean,Fabrice Santoro,205.0
Roland Garros,Mose Navarra,Scott Draper,190.0
Roland Garros,Pete Sampras,Juan Antonio Marin,258.0
Roland Garros,Andrew Ilie,Martin Rodriguez,183.0
Roland Garros,Andre Agassi,Arnaud Clement,200.0
Roland Garros,Davide Sanguinetti,Hernan Gumy,232.0
Roland Garros,Alex Corretja,Fernando Vicente,211.0
Roland Garros,Gaston Gaudio,Bernd Karbacher,197.0
Roland Garros,Stefan Koubek,Alex Lopez Moron,181.0
Roland Garros,Fernando Meligeni,Younes El Aynaoui,209.0
Roland Garros,Sjeng Schalken,Francisco Clavet,211.0
Roland Garros,Bohdan Ulihrach,Jason Stoltenberg,210.0
Roland Garros,Arnaud Di Pasquale,Max Mirnyi,208.0
Roland Garros,Dominik Hrbaty,Andrew Ilie,182.0
Roland Garros,Alberto Berasategui,Tim Henman,206.0
Roland Garros,Fernando Meligeni,Felix Mantilla,187.0
Merano,Andrea Gaudenzi,Christian Ruud,192.0
Wimbledon,Felix Mantilla,Vincent Spadea,188.0
Wimbledon,Thomas Johansson,Richey Reneberg,210.0
Wimbledon,Francisco Clavet,Michael Kohlmann,212.0
Wimbledon,Yevgeny Kafelnikov,Magnus Larsson,201.0
Wimbledon,Sjeng Schalken,Davide Sanguinetti,205.0
Wimbledon,Chris Woodruff,Sargis Sargsian,200.0
Wimbledon,Todd Woodbridge,Orlin Stanoytchev,260.0
Wimbledon,Nicolas Lapentti,Adrian Voinea,203.0
Wimbledon,Alberto Martin,Slava Dosedel,215.0
Wimbledon,Guillermo Canas,Martin Lee,205.0
Wimbledon,Todd Martin,Hendrik Dreekmann,205.0
Wimbledon,Jens Knippschild,Justin Gimelstob,210.0
Wimbledon,Boris Becker,Miles Maclagan,230.0
Wimbledon,Daniel Vacek,Gianluca Pozzi,189.0
Wimbledon,Jim Courier,Carlos Moya,182.0
Wimbledon,Tommy Haas,Richard Fromberg,190.0
Wimbledon,Daniel Nestor,Paul Goldstein,186.0
Wimbledon,Jim Courier,Sjeng Schalken,265.0
Wimbledon,Cedric Pioline,Karol Kucera,237.0
Wimbledon,Tim Henman,Jim Courier,270.0
Wimbledon,Patrick Rafter,Todd Martin,212.0
Stuttgart Outdoor,Magnus Norman,Tommy Haas,208.0
Kitzbuhel,Albert Costa,Fernando Vicente,196.0
Amsterdam,Mariano Zabaleta,Nicolas Lapentti,187.0
US Open,Fabrice Santoro,Sebastien Grosjean,210.0
US Open,Todd Martin,Stephane Huet,239.0
US Open,Lars Burgsmuller,Jan Siemerink,206.0
US Open,Richard Fromberg,Wayne Ferreira,209.0
US Open,John Van Lottum,Takao Suzuki,203.0
US Open,Max Mirnyi,Tomas Zib,201.0
US Open,Nicolas Escude,Magnus Gustafsson,191.0
US Open,Cecil Mamiit,Ivo Heuberger,190.0
US Open,George Bastl,Franco Squillari,182.0
US Open,Marcelo Rios,Martin Damm Sr,183.0
US Open,Michael Chang,Marcelo Filippini,210.0
US Open,Fabrice Santoro,Jan Michael Gambill,217.0
US Open,Fredrik Jonsson,Nicolas Lapentti,187.0
US Open,Cedric Pioline,Lars Burgsmuller,204.0
US Open,Peter Wessels,Mark Woodforde,182.0
US Open,Vincent Spadea,Guillermo Canas,269.0
US Open,Xavier Malisse,Cecil Mamiit,230.0
US Open,Justin Gimelstob,Daniel Vacek,188.0
US Open,Cedric Pioline,Peter Wessels,198.0
US Open,Vincent Spadea,Laurence Tieleman,188.0
US Open,Todd Martin,Greg Rusedski,184.0
US Open,Cedric Pioline,Gustavo Kuerten,202.0
US Open,Yevgeny Kafelnikov,Richard Krajicek,200.0
US Open,Andre Agassi,Todd Martin,203.0
Mallorca,Hernan Gumy,Alex Calatrava,214.0
Basel,Karol Kucera,Tim Henman,236.0
Vienna,Greg Rusedski,Nicolas Kiefer,221.0
Chennai,Milos Raonic,Janko Tipsarevic,194.0
Auckland,Olivier Rochus,Thomaz Bellucci,193.0
Australian Open,Lleyton Hewitt,Cedrik Marcel Stebe,238.0
Australian Open,Janko Tipsarevic,Dmitry Tursunov,223.0
Australian Open,Andrey Golubev,Mikhail Youzhny,293.0
Australian Open,Juan Ignacio Chela,Michael Russell,186.0
Australian Open,Andy Murray,Ryan Harrison,192.0
Australian Open,Viktor Troicki,Juan Carlos Ferrero,227.0
Australian Open,Gilles Simon,Danai Udomchoke,200.0
Australian Open,Marcel Granollers,Jesse Levine,243.0
Australian Open,Pere Riba,Albert Montanes,193.0
Australian Open,Philipp Kohlschreiber,Juan Monaco,235.0
Australian Open,Yen Hsun Lu,Rik De Voest,210.0
Australian Open,Bernard Tomic,Fernando Verdasco,251.0
Australian Open,Carlos Berlocq,Jesse Huta Galung,206.0
Australian Open,Sergiy Stakhovsky,Illya Marchenko,266.0
Australian Open,Grigor Dimitrov,Jeremy Chardy,197.0
Australian Open,Nicolas Almagro,Lukasz Kubot,182.0
Australian Open,Flavio Cipolla,Nikolay Davydenko,201.0
Australian Open,Feliciano Lopez,Leonardo Mayer,198.0
Australian Open,Lukas Lacko,Ivan Ljubicic,189.0
Australian Open,Janko Tipsarevic,James Duckworth,191.0
Australian Open,David Ferrer,Ryan Sweeting,208.0
Australian Open,Michael Llodra,Alex Bogomolov Jr,193.0
Australian Open,Mikhail Kukushkin,Viktor Troicki,218.0
Australian Open,Julien Benneteau,Gilles Simon,252.0
Australian Open,Kei Nishikori,Matthew Ebden,181.0
Australian Open,Alexandr Dolgopolov,Tobias Kamke,198.0
Australian Open,Ivo Karlovic,Carlos Berlocq,203.0
Australian Open,Stan Wawrinka,Marcos Baghdatis,190.0
Australian Open,Nicolas Almagro,Grigor Dimitrov,209.0
Australian Open,John Isner,David Nalbandian,281.0
Australian Open,Lleyton Hewitt,Milos Raonic,186.0
Australian Open,Mikhail Kukushkin,Gael Monfils,220.0
Australian Open,Kei Nishikori,Julien Benneteau,205.0
Australian Open,Bernard Tomic,Alexandr Dolgopolov,229.0
Australian Open,Feliciano Lopez,John Isner,206.0
Australian Open,Kei Nishikori,Jo-Wilfried Tsonga,210.0
Australian Open,Tomas Berdych,Nicolas Almagro,234.0
Australian Open,Rafael Nadal,Tomas Berdych,256.0
Australian Open,Novak Djokovic,Andy Murray,290.0
Australian Open,Rafael Nadal,Roger Federer,222.0
Australian Open,Novak Djokovic,Rafael Nadal,353.0
Santiago,Juan Ignacio Chela,Joao Souza,181.0
Acapulco,Santiago Giraldo,Carlos Berlocq,181.0
Indian Wells Masters,Gilles Simon,Dudi Sela,188.0
Indian Wells Masters,Denis Istomin,Juan Ignacio Chela,202.0
Miami Masters,Ivo Karlovic,Lukasz Kubot,183.0
Bucharest,Fabio Fognini,Andreas Seppi,183.0
Estoril,Richard Gasquet,Albert Ramos,182.0
Madrid Masters,Marcel Granollers,Carlos Berlocq,190.0
Madrid Masters,Fernando Verdasco,Rafael Nadal,190.0
Rome Masters,Andreas Seppi,Stan Wawrinka,201.0
Dusseldorf,Leonardo Mayer,Radek Stepanek,183.0
Roland Garros,Blaz Kavcic,Lleyton Hewitt,230.0
Roland Garros,Michael Berrer,Jurgen Melzer,222.0
Roland Garros,Mikhail Kukushkin,Ernests Gulbis,226.0
Roland Garros,Gilles Muller,Igor Sijsling,217.0
Roland Garros,Pablo Andujar,Victor Hanescu,183.0
Roland Garros,Stan Wawrinka,Flavio Cipolla,199.0
Roland Garros,Viktor Troicki,Thomaz Bellucci,230.0
Roland Garros,David Goffin,Radek Stepanek,224.0
Roland Garros,Arnaud Clement,Alex Bogomolov Jr,259.0
Roland Garros,Lukasz Kubot,Karol Beck,184.0
Roland Garros,Juan Martin del Potro,Albert Montanes,190.0
Roland Garros,Kevin Anderson,Rui Machado,290.0
Roland Garros,Benoit Paire,Albert Ramos,210.0
Roland Garros,Marcel Granollers,Joao Sousa,209.0
Roland Garros,Paul Henri Mathieu,Bjorn Phau,194.0
Roland Garros,Sergiy Stakhovsky,Alexandr Dolgopolov,220.0
Roland Garros,Santiago Giraldo,Alejandro Falla,229.0
Roland Garros,Jeremy Chardy,Yen Hsun Lu,250.0
Roland Garros,Julien Benneteau,Mischa Zverev,206.0
Roland Garros,Juan Monaco,Guillaume Rufin,199.0
Roland Garros,Lukas Rosol,Carlos Berlocq,190.0
Roland Garros,Andreas Seppi,Mikhail Kukushkin,197.0
Roland Garros,Fabio Fognini,Viktor Troicki,210.0
Roland Garros,Nicolas Mahut,Martin Klizan,202.0
Roland Garros,David Goffin,Arnaud Clement,215.0
Roland Garros,Juan Martin del Potro,Edouard Roger Vasselin,219.0
Roland Garros,Marcel Granollers,Malek Jaziri,267.0
